Age,Education,Marital_Status,Income,Child,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,total_spent,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDealsPurchases,NumWebVisitsMonth,total_purchased,Accepted_campaign,Complain
83,higher_education,single,57513.0,no_child,2013-07-06,59,735,40,183,52,20,30,1060,9,3,13,2,6,25,no campaign,0
62,higher_education,relationship,68142.0,only_teen,2012-08-29,96,897,126,196,91,112,37,1459,10,4,7,3,6,21,no campaign,0
47,higher_education,relationship,7500.0,only_teen,2012-08-29,61,5,2,3,3,0,5,18,1,0,2,1,8,3,no campaign,0
52,higher_education,relationship,83145.0,no_child,2012-09-22,14,777,35,731,39,137,114,1833,5,9,11,1,2,25,5th_campaign,0
66,higher_education,relationship,54197.0,only_teen,2014-04-03,16,162,6,37,6,13,13,237,1,3,6,2,1,10,no campaign,0
63,higher_education,single,23091.0,kid_and_teen,2014-05-28,98,35,0,11,0,0,2,48,2,1,3,4,7,6,no campaign,0
50,higher_education,relationship,46049.0,kid_and_teen,2013-07-21,11,342,9,112,19,14,19,515,5,2,9,10,7,16,last_campaign,0
52,higher_education,relationship,56715.0,no_child,2012-12-05,52,258,105,239,237,172,9,1020,7,3,4,1,4,14,no campaign,0
65,higher_education,relationship,79410.0,no_child,2014-05-29,19,658,80,483,123,13,13,1370,3,2,5,1,1,10,no campaign,0
75,higher_education,relationship,57304.0,only_teen,2013-03-11,61,356,80,329,138,17,106,1026,7,6,10,2,5,23,no campaign,0
61,higher_education,relationship,44375.0,only_teen,2014-03-23,73,213,5,28,7,7,41,301,4,1,6,1,5,11,no campaign,0
70,higher_education,relationship,54450.0,kid_and_teen,2012-09-14,0,454,0,171,8,19,32,684,9,2,8,12,8,19,no campaign,0
61,higher_education,relationship,59594.0,only_teen,2012-10-20,74,457,4,29,0,0,9,499,8,1,7,1,7,16,4th_campaign,0
32,higher_education,relationship,80685.0,no_child,2012-08-22,55,241,45,604,34,26,54,1004,6,4,10,1,2,20,no campaign,0
52,higher_education,relationship,40344.0,only_teen,2013-10-13,48,210,0,6,0,0,2,218,4,1,5,2,7,10,no campaign,0
54,higher_education,relationship,62710.0,only_teen,2013-05-23,53,441,35,83,7,29,11,606,4,2,12,4,4,18,no campaign,0
58,higher_education,relationship,48985.0,only_teen,2013-07-05,13,19,13,18,10,7,8,75,1,1,3,1,3,5,no campaign,0
58,higher_education,relationship,35322.0,kid_and_teen,2012-08-22,34,28,9,37,12,7,13,106,2,0,4,3,8,6,no campaign,0
78,higher_education,relationship,77142.0,no_child,2013-05-29,54,476,75,162,29,151,97,990,4,4,8,1,2,16,no campaign,0
57,higher_education,single,81657.0,no_child,2014-01-22,69,364,40,425,158,60,50,1097,3,4,8,1,1,15,no campaign,0
30,Basic,relationship,14421.0,no_child,2014-02-17,81,0,0,2,3,3,8,16,1,0,2,1,5,3,3rd_campaign,0
52,higher_education,relationship,20130.0,no_child,2014-03-17,99,0,6,3,7,6,12,34,1,0,3,1,8,4,no campaign,0
36,higher_education,relationship,74214.0,no_child,2012-08-26,3,863,83,547,86,99,33,1711,8,2,5,1,5,15,no campaign,0
69,higher_education,relationship,66726.0,kid_and_teen,2014-01-12,61,349,7,35,0,0,47,438,8,2,4,3,7,14,4th_campaign,0
47,Basic,relationship,23724.0,only_kid,2013-01-08,65,5,23,15,0,18,14,75,2,0,3,2,8,5,no campaign,0
66,higher_education,relationship,47353.0,only_teen,2013-11-13,93,184,2,19,8,8,4,225,2,2,6,3,5,10,no campaign,0
74,higher_education,relationship,33444.0,kid_and_teen,2012-11-03,24,8,0,8,0,0,2,18,1,0,2,1,8,3,no campaign,0
45,higher_education,relationship,54386.0,only_teen,2013-05-17,8,277,21,64,62,21,25,470,3,2,10,2,3,15,no campaign,0
45,higher_education,single,28510.0,kid_and_teen,2013-04-13,72,44,5,19,0,4,19,91,2,0,4,3,5,6,no campaign,0
35,higher_education,single,90638.0,no_child,2014-02-13,29,1156,120,915,94,144,96,2525,3,4,10,1,1,17,5th_campaign,0
76,higher_education,relationship,48070.0,only_teen,2013-01-13,33,373,14,83,6,9,19,504,8,2,6,3,7,16,no campaign,1
69,higher_education,relationship,43140.0,only_teen,2013-01-05,68,134,8,76,6,0,11,235,4,1,5,1,6,10,no campaign,0
65,higher_education,single,54959.0,only_teen,2013-01-19,55,1148,0,60,0,0,24,1232,9,5,4,3,7,18,4th_campaign,0
68,Basic,single,15056.0,kid_and_teen,2013-05-03,76,6,12,3,21,6,40,88,2,2,3,5,5,7,no campaign,0
55,higher_education,single,26954.0,only_kid,2014-05-08,17,4,1,11,0,0,1,17,1,0,2,1,7,3,no campaign,0
41,higher_education,single,22327.0,only_kid,2013-08-02,94,5,4,8,2,0,5,24,1,0,3,1,5,4,no campaign,0
61,higher_education,relationship,44393.0,kid_and_teen,2013-08-22,86,24,2,20,2,2,10,60,1,0,4,2,4,5,no campaign,0
74,higher_education,single,62000.0,only_teen,2013-08-25,25,899,0,101,0,0,20,1020,6,6,13,1,4,25,1st_campaign,0
64,higher_education,relationship,31497.0,only_teen,2012-12-06,22,108,1,28,13,1,4,155,3,1,4,2,8,8,no campaign,0
52,higher_education,relationship,45894.0,kid_and_teen,2014-02-27,15,27,2,7,0,2,13,51,1,0,3,1,5,4,no campaign,0
56,higher_education,single,78579.0,no_child,2012-12-22,35,816,66,549,216,66,99,1812,5,6,4,1,3,15,last_campaign,0
57,higher_education,single,67369.0,only_teen,2012-11-17,81,1298,0,70,37,14,42,1461,7,4,10,4,4,21,4th_campaign,0
66,higher_education,single,58401.0,only_teen,2014-04-20,55,10,0,11,17,29,29,96,1,2,2,1,4,5,no campaign,0
74,higher_education,single,62307.0,only_teen,2014-02-17,94,87,13,34,10,6,10,160,4,0,4,1,5,8,no campaign,0
57,higher_education,relationship,43641.0,kid_and_teen,2013-04-22,50,57,2,51,4,2,23,139,2,1,4,3,6,7,no campaign,0
58,higher_education,single,63841.0,only_teen,2013-04-21,64,635,15,100,20,7,131,908,9,3,9,1,6,21,no campaign,0
61,higher_education,relationship,46891.0,only_teen,2013-09-01,91,43,12,23,29,15,61,183,2,1,4,1,4,7,no campaign,0
57,higher_education,relationship,70091.0,only_kid,2013-03-31,11,964,34,137,15,0,11,1161,5,2,10,2,8,17,4th_campaign,0
54,higher_education,relationship,78075.0,no_child,2014-04-05,72,572,8,259,34,35,80,988,3,5,5,1,1,13,no campaign,0
65,higher_education,single,59184.0,only_teen,2012-09-09,6,341,142,113,259,151,66,1072,6,6,12,3,5,24,no campaign,0
49,higher_education,relationship,54809.0,kid_and_teen,2013-09-11,0,63,6,57,13,13,22,174,2,1,5,4,4,8,no campaign,0
67,higher_education,relationship,58113.0,only_teen,2013-01-25,66,221,104,169,102,78,84,758,9,2,8,3,7,19,no campaign,1
68,higher_education,relationship,51412.0,only_teen,2013-12-31,42,140,3,29,4,5,14,195,3,2,4,2,4,9,no campaign,0
47,higher_education,single,15287.0,only_kid,2012-10-10,60,1,2,8,4,3,13,31,1,1,2,2,7,4,3rd_campaign,0
69,higher_education,relationship,66636.0,no_child,2013-08-17,64,291,10,689,84,10,0,1084,3,4,9,1,1,16,no campaign,0
70,higher_education,relationship,50965.0,only_teen,2013-02-20,87,544,13,85,8,6,29,685,10,4,5,3,8,19,3rd_campaign,0
61,higher_education,relationship,84618.0,no_child,2013-11-22,96,684,100,801,21,66,0,1672,6,9,10,1,2,25,5th_campaign,0
36,higher_education,relationship,18351.0,no_child,2013-10-29,1,1,12,9,0,14,7,43,2,0,3,1,7,5,no campaign,0
69,higher_education,relationship,40451.0,kid_and_teen,2014-02-16,54,35,0,4,0,0,10,49,1,1,2,1,5,4,3rd_campaign,0
61,higher_education,relationship,36317.0,only_teen,2013-05-22,53,87,3,25,3,2,13,133,3,0,4,2,7,7,no campaign,0
69,higher_education,relationship,42213.0,only_teen,2013-10-12,96,309,3,24,4,3,20,363,5,1,7,2,7,13,4th_campaign,0
71,higher_education,relationship,65748.0,only_teen,2013-04-15,58,172,73,93,95,78,34,545,2,4,10,2,1,16,no campaign,1
54,higher_education,relationship,77044.0,only_teen,2013-10-27,12,625,38,242,50,34,76,1065,7,11,11,2,4,29,3rd_campaign,0
57,higher_education,relationship,74918.0,no_child,2013-03-12,78,972,59,913,25,19,59,2047,5,9,6,1,3,20,5th_campaign,0
54,higher_education,relationship,56721.0,kid_and_teen,2012-10-31,64,157,6,39,6,13,75,296,4,1,5,5,6,10,no campaign,0
51,higher_education,single,42160.0,kid_and_teen,2013-06-28,26,48,9,45,3,15,20,140,2,1,4,4,6,7,last_campaign,0
61,higher_education,single,61559.0,only_teen,2013-07-17,8,279,83,88,32,14,34,530,4,2,10,1,3,16,no campaign,0
63,higher_education,relationship,33629.0,kid_and_teen,2012-08-08,49,132,0,16,0,0,4,152,3,1,4,5,9,8,no campaign,0
35,higher_education,relationship,68682.0,no_child,2013-10-06,56,919,0,505,99,30,45,1598,4,9,10,1,2,23,no campaign,0
63,higher_education,single,34377.0,only_teen,2013-01-19,55,62,0,22,3,1,26,114,2,2,2,2,7,6,no campaign,0
40,Basic,single,8940.0,only_kid,2012-08-22,25,1,45,3,4,6,42,101,3,1,3,3,8,7,no campaign,0
53,higher_education,relationship,26228.0,only_kid,2013-09-22,50,2,6,4,3,1,9,25,1,0,2,1,8,3,no campaign,0
69,higher_education,single,77297.0,no_child,2013-01-26,84,408,61,109,48,122,41,789,5,7,9,1,4,21,1st_campaign,0
45,higher_education,relationship,40211.0,kid_and_teen,2013-07-30,30,51,1,7,2,1,25,87,2,1,2,2,8,5,3rd_campaign,0
68,higher_education,single,33438.0,kid_and_teen,2013-09-22,81,62,1,16,3,2,6,90,2,1,4,4,5,7,no campaign,0
67,higher_education,relationship,75032.0,only_teen,2013-04-28,74,952,12,180,47,12,12,1215,5,4,9,2,3,18,no campaign,0
71,higher_education,single,61284.0,no_child,2013-10-12,76,618,15,106,20,7,45,811,11,2,8,1,6,21,4th_campaign,0
40,higher_education,relationship,22518.0,only_kid,2012-10-22,36,11,7,12,2,2,27,61,2,1,2,2,5,5,3rd_campaign,0
51,higher_education,relationship,54730.0,only_teen,2013-08-15,64,318,3,17,4,7,56,405,4,1,8,5,4,13,no campaign,0
71,higher_education,relationship,38452.0,kid_and_teen,2014-03-30,62,56,0,14,0,0,2,72,3,0,3,3,7,6,no campaign,0
55,higher_education,single,44421.0,kid_and_teen,2013-02-15,53,110,5,59,7,1,7,189,5,0,4,5,8,9,no campaign,0
40,higher_education,relationship,38197.0,only_kid,2013-06-29,86,23,0,11,2,1,3,40,1,0,3,1,5,4,no campaign,0
48,higher_education,single,41986.0,only_teen,2014-02-09,15,27,5,8,8,3,12,63,3,0,4,3,4,7,no campaign,0
43,higher_education,relationship,28427.0,only_kid,2013-03-21,67,18,3,19,3,3,6,52,2,0,3,2,8,5,no campaign,0
50,higher_education,relationship,37395.0,only_kid,2014-05-02,47,18,0,9,0,1,11,39,1,0,3,1,6,4,no campaign,0
55,higher_education,relationship,64722.0,only_kid,2014-05-26,47,303,0,280,60,147,15,805,8,2,11,4,6,21,no campaign,0
70,higher_education,relationship,55249.0,only_teen,2014-04-17,81,97,1,19,2,0,11,130,2,1,4,1,3,7,no campaign,0
54,higher_education,relationship,84906.0,no_child,2013-10-04,98,997,15,414,99,30,76,1631,5,6,12,1,2,23,2nd_campaign,0
37,higher_education,relationship,28691.0,only_kid,2013-07-04,56,5,4,13,8,0,4,34,1,0,3,1,8,4,no campaign,0
74,higher_education,single,44213.0,kid_and_teen,2013-11-29,48,95,11,35,0,4,7,152,2,1,5,4,6,8,no campaign,0
42,Basic,single,25707.0,only_kid,2014-01-18,18,1,6,2,3,6,3,21,1,0,3,1,7,4,no campaign,0
59,higher_education,relationship,59062.0,kid_and_teen,2013-10-03,74,46,1,12,3,0,9,71,2,0,3,2,4,5,no campaign,0
64,higher_education,single,76624.0,only_teen,2014-05-24,68,411,106,147,54,115,66,899,5,10,7,1,1,22,3rd_campaign,0
79,higher_education,relationship,66000.0,no_child,2014-04-20,36,244,51,270,101,0,45,711,1,3,5,1,1,9,no campaign,0
48,higher_education,relationship,27683.0,only_kid,2012-08-04,90,152,9,121,12,12,45,351,6,2,4,4,8,12,no campaign,0
55,higher_education,single,1730.0,no_child,2014-05-18,65,1,1,3,1,1,1,8,0,0,0,15,20,0,no campaign,0
34,Basic,single,7500.0,only_kid,2012-12-03,63,10,17,18,8,26,40,119,3,2,2,4,9,7,no campaign,0
58,higher_education,relationship,40521.0,kid_and_teen,2013-04-05,82,12,0,5,0,0,4,21,0,1,2,1,5,3,no campaign,0
53,higher_education,relationship,20427.0,only_kid,2014-03-24,63,5,0,4,0,0,1,10,1,0,2,1,8,3,no campaign,0
51,higher_education,relationship,65106.0,only_teen,2014-05-24,55,790,19,133,12,0,19,973,8,3,13,3,6,24,4th_campaign,0
61,higher_education,relationship,69969.0,no_child,2013-08-27,64,882,29,514,38,29,44,1536,4,2,6,1,3,12,1st_campaign,0
74,higher_education,relationship,67433.0,kid_and_teen,2013-07-16,51,615,28,259,12,48,30,992,6,5,13,4,4,24,4th_campaign,0
59,higher_education,relationship,77766.0,only_teen,2013-02-22,97,1004,59,265,115,59,27,1529,11,10,11,2,6,32,3rd_campaign,0
54,higher_education,relationship,74716.0,only_teen,2013-09-12,92,133,27,421,13,195,71,860,7,3,5,2,4,15,no campaign,0
63,higher_education,single,68118.0,only_teen,2013-10-18,51,595,23,123,10,23,154,928,8,9,4,2,6,21,no campaign,0
56,higher_education,relationship,55158.0,kid_and_teen,2012-07-30,72,293,0,87,4,11,23,418,7,2,5,4,7,14,last_campaign,0
71,higher_education,relationship,62972.0,only_teen,2012-08-03,39,313,15,47,20,0,192,587,7,4,3,2,6,14,last_campaign,0
51,higher_education,relationship,74190.0,only_teen,2014-05-12,49,151,81,86,168,91,64,641,4,2,11,2,2,17,no campaign,0
50,higher_education,relationship,39356.0,kid_and_teen,2014-03-19,21,15,0,2,0,0,6,23,1,0,2,1,6,3,3rd_campaign,0
57,higher_education,relationship,76653.0,no_child,2013-08-16,91,736,63,946,219,189,126,2279,4,7,11,1,2,22,1st_campaign,0
53,higher_education,single,35860.0,kid_and_teen,2014-05-19,37,15,0,8,4,2,20,49,1,1,2,2,5,4,3rd_campaign,0
43,higher_education,single,90687.0,no_child,2013-05-22,98,982,17,672,23,34,51,1779,6,2,8,1,2,16,5th_campaign,0
44,higher_education,relationship,73450.0,no_child,2013-12-05,85,1142,51,415,90,69,37,1804,7,8,11,1,3,26,1st_campaign,0
66,higher_education,relationship,31454.0,kid_and_teen,2013-07-06,40,28,0,11,0,0,9,48,2,0,3,3,8,5,no campaign,0
74,higher_education,single,47139.0,kid_and_teen,2014-03-06,2,46,0,12,0,2,23,83,2,1,2,2,7,5,last_campaign,0
51,higher_education,single,83829.0,no_child,2013-10-08,78,897,161,430,186,161,27,1862,4,7,6,0,1,17,1st_campaign,0
63,higher_education,relationship,53378.0,kid_and_teen,2012-09-24,41,489,6,152,8,6,132,793,9,4,6,10,8,19,last_campaign,0
56,higher_education,relationship,19656.0,only_kid,2013-02-08,94,25,4,9,6,8,32,84,2,1,3,3,7,6,no campaign,0
78,higher_education,relationship,45579.0,only_teen,2013-08-20,10,145,1,33,2,1,1,183,4,1,4,1,6,9,no campaign,0
68,higher_education,single,85485.0,no_child,2014-06-21,73,630,26,611,44,18,54,1383,6,6,6,1,2,18,no campaign,0
82,higher_education,relationship,55956.0,no_child,2014-04-07,22,760,38,104,50,9,38,999,7,3,4,2,4,14,4th_campaign,0
63,higher_education,single,64191.0,only_teen,2013-01-22,30,420,15,186,151,38,15,825,5,3,13,3,3,21,no campaign,0
54,higher_education,single,38808.0,only_kid,2012-08-26,21,125,17,52,3,19,30,246,5,1,4,4,8,10,3rd_campaign,0
60,higher_education,relationship,57183.0,kid_and_teen,2013-03-19,51,464,5,64,7,0,70,610,9,1,7,8,8,17,no campaign,0
58,higher_education,single,23748.0,only_kid,2012-11-21,97,6,6,29,12,15,8,76,2,1,3,3,8,6,no campaign,0
55,higher_education,relationship,66303.0,only_teen,2013-02-26,56,1090,12,96,16,12,60,1286,3,4,11,4,8,18,4th_campaign,0
51,higher_education,relationship,37368.0,only_kid,2013-12-16,4,3,2,11,2,2,10,30,1,0,2,1,6,3,3rd_campaign,0
62,higher_education,relationship,40800.0,kid_and_teen,2013-01-01,77,24,0,27,8,30,10,99,3,0,3,2,7,6,no campaign,1
48,higher_education,single,71847.0,no_child,2012-09-21,95,737,21,106,55,63,210,1192,6,7,9,0,3,22,1st_campaign,0
51,higher_education,relationship,46149.0,only_teen,2013-11-29,36,254,6,71,4,0,27,362,5,1,7,5,5,13,no campaign,0
43,higher_education,relationship,78687.0,no_child,2012-08-09,13,817,185,687,145,55,241,2130,4,6,8,1,2,18,5th_campaign,0
55,higher_education,single,49118.0,no_child,2012-08-18,90,620,54,239,99,98,119,1229,9,7,10,2,7,26,2nd_campaign,0
69,higher_education,relationship,37633.0,kid_and_teen,2012-09-20,49,13,4,20,0,0,1,38,1,0,3,2,9,4,no campaign,0
75,higher_education,relationship,39767.0,no_child,2013-07-21,18,113,61,204,34,26,47,485,7,1,7,2,8,15,no campaign,0
75,Basic,relationship,26997.0,no_child,2012-11-05,89,7,23,78,133,49,144,434,4,2,5,2,7,11,no campaign,0
56,higher_education,single,33986.0,only_kid,2013-03-14,43,16,2,18,2,1,5,44,1,0,3,1,7,4,no campaign,0
54,higher_education,relationship,57091.0,only_teen,2012-11-23,82,462,0,24,6,0,4,496,9,2,5,2,7,16,4th_campaign,0
57,higher_education,relationship,46831.0,kid_and_teen,2013-06-08,84,22,2,10,6,4,34,78,1,2,2,2,4,5,no campaign,0
54,higher_education,relationship,83151.0,no_child,2013-02-10,80,968,147,842,137,42,210,2346,5,7,10,1,2,22,1st_campaign,0
55,higher_education,relationship,52531.0,no_child,2012-12-30,68,283,112,151,51,72,125,794,7,2,10,2,6,19,no campaign,0
70,higher_education,relationship,15759.0,no_child,2013-09-05,12,1,2,5,6,0,3,17,1,0,2,1,7,3,no campaign,0
55,higher_education,single,22804.0,only_kid,2013-07-31,75,14,1,7,2,1,1,26,2,0,2,1,9,4,no campaign,0
53,higher_education,relationship,43050.0,only_kid,2014-03-18,10,30,5,24,6,3,8,76,2,0,4,2,5,6,no campaign,0
49,higher_education,single,42997.0,kid_and_teen,2013-12-07,91,4,0,5,0,1,5,15,1,0,2,1,7,3,no campaign,0
63,higher_education,single,48918.0,kid_and_teen,2014-04-12,21,52,0,9,0,0,1,62,1,0,4,2,4,5,no campaign,0
72,higher_education,relationship,60033.0,only_teen,2014-03-29,28,62,1,57,19,11,48,198,2,1,5,2,2,8,no campaign,0
48,higher_education,relationship,34043.0,only_kid,2013-10-25,97,20,2,14,3,0,10,49,2,0,2,1,9,4,no campaign,0
60,higher_education,relationship,57811.0,only_teen,2013-06-24,49,545,7,114,37,21,78,802,7,2,11,5,5,20,4th_campaign,0
80,higher_education,relationship,78569.0,no_child,2014-02-19,14,558,79,622,207,175,95,1736,4,6,4,1,1,14,5th_campaign,0
48,higher_education,single,7500.0,kid_and_teen,2012-12-27,5,6,5,4,13,4,25,57,2,1,3,4,6,6,no campaign,0
55,higher_education,relationship,157733.0,only_kid,2013-06-04,37,39,1,9,2,0,8,59,1,0,1,0,1,2,no campaign,0
73,higher_education,relationship,94384.0,no_child,2013-03-04,62,1111,24,790,160,45,172,2302,5,8,5,0,2,18,1st_campaign,0
41,higher_education,relationship,23148.0,no_child,2014-02-18,83,4,6,8,6,3,10,37,2,0,3,1,7,5,no campaign,0
56,higher_education,single,44267.0,kid_and_teen,2013-02-25,48,183,5,65,3,5,49,310,5,2,4,5,9,11,no campaign,0
47,higher_education,relationship,71626.0,no_child,2012-11-01,94,546,72,376,94,145,72,1305,5,5,8,1,3,18,4th_campaign,0
60,higher_education,relationship,60894.0,only_teen,2013-06-28,61,606,7,155,10,0,54,832,10,3,8,5,7,21,no campaign,0
50,higher_education,relationship,50200.0,kid_and_teen,2013-04-03,70,266,6,51,8,6,64,401,7,1,5,6,8,13,no campaign,0
61,higher_education,relationship,81051.0,no_child,2014-05-23,43,1142,29,249,38,29,14,1501,5,5,12,1,2,22,4th_campaign,0
44,higher_education,relationship,65169.0,no_child,2014-01-14,23,1074,0,69,0,0,46,1189,10,4,13,1,6,27,1st_campaign,0
54,higher_education,relationship,59868.0,only_teen,2013-07-22,37,771,51,154,54,10,154,1194,11,2,12,7,6,25,no campaign,0
66,higher_education,relationship,65695.0,only_teen,2014-01-31,50,371,32,189,0,58,6,656,5,4,10,2,4,19,no campaign,0
70,higher_education,single,64857.0,no_child,2012-11-23,78,556,14,717,210,0,43,1540,7,5,10,1,4,22,no campaign,0
61,higher_education,relationship,45143.0,only_teen,2013-08-26,74,202,5,74,11,5,14,311,6,1,5,3,7,12,no campaign,0
71,higher_education,relationship,74805.0,only_teen,2013-11-06,14,209,162,209,41,162,37,820,4,7,10,5,2,21,no campaign,0
37,higher_education,relationship,59060.0,only_kid,2014-01-11,77,35,40,111,36,40,12,274,3,1,7,3,4,11,no campaign,0
64,higher_education,single,27238.0,kid_and_teen,2013-04-20,39,37,0,17,0,0,3,57,3,0,3,3,9,6,no campaign,0
61,higher_education,relationship,47009.0,only_teen,2013-10-01,89,171,45,73,59,10,90,448,3,2,8,4,4,13,no campaign,0
53,higher_education,relationship,46094.0,kid_and_teen,2014-06-10,62,12,2,20,3,2,5,44,1,0,3,1,7,4,no campaign,0
54,higher_education,relationship,40321.0,kid_and_teen,2013-07-29,59,44,4,21,6,0,27,102,3,0,3,2,7,6,no campaign,0
42,higher_education,relationship,37235.0,only_kid,2014-02-01,68,20,2,9,4,6,20,61,1,1,2,1,4,4,no campaign,0
66,higher_education,relationship,81843.0,no_child,2013-04-22,13,779,86,537,34,69,138,1643,5,9,12,1,3,26,no campaign,0
68,higher_education,relationship,46692.0,only_teen,2013-06-06,37,170,6,97,24,12,88,397,6,1,5,3,6,12,no campaign,0
58,higher_education,relationship,77382.0,only_teen,2014-01-07,36,491,48,231,112,105,134,1121,5,7,12,2,1,24,5th_campaign,0
49,higher_education,single,37774.0,kid_and_teen,2012-09-03,28,173,8,107,7,2,176,473,7,2,3,4,9,12,3rd_campaign,1
52,Basic,relationship,18393.0,only_kid,2014-03-29,2,7,10,13,16,0,4,50,3,0,3,2,8,6,no campaign,0
64,higher_education,relationship,72828.0,only_teen,2013-02-14,17,1205,0,235,19,14,205,1678,6,3,13,6,7,22,no campaign,0
44,higher_education,relationship,24711.0,no_child,2014-04-18,86,10,7,25,6,3,7,58,3,0,3,1,7,6,no campaign,0
51,higher_education,relationship,45503.0,only_kid,2013-09-25,54,97,4,44,6,1,18,170,3,1,4,1,5,8,no campaign,0
44,higher_education,single,6560.0,no_child,2013-12-12,2,67,11,26,4,3,262,373,1,0,1,0,17,2,no campaign,0
81,higher_education,relationship,71604.0,no_child,2013-11-17,3,345,53,528,98,75,97,1196,8,3,5,1,4,16,3rd_campaign,0
47,higher_education,relationship,27244.0,only_kid,2014-03-07,84,6,5,17,3,24,46,101,2,2,2,2,7,6,no campaign,0
57,higher_education,relationship,48752.0,kid_and_teen,2012-12-12,8,73,57,100,71,15,0,316,6,1,5,5,9,12,last_campaign,0
64,higher_education,relationship,71434.0,only_teen,2013-09-18,4,711,36,217,172,96,168,1400,7,4,7,3,4,18,1st_campaign,0
78,higher_education,single,90842.0,no_child,2013-07-29,57,774,70,118,182,187,93,1424,4,9,13,1,1,26,no campaign,0
48,higher_education,relationship,88097.0,only_kid,2012-08-18,24,163,0,480,0,126,75,844,6,5,8,1,9,19,1st_campaign,0
51,higher_education,relationship,51948.0,only_teen,2013-09-17,51,82,33,54,71,30,41,311,5,2,4,2,5,11,no campaign,0
44,higher_education,relationship,71853.0,no_child,2013-05-08,29,358,108,413,141,97,32,1149,2,8,6,1,1,16,no campaign,0
43,higher_education,relationship,35876.0,no_child,2014-04-20,13,66,2,40,4,3,14,129,3,1,3,1,6,7,no campaign,0
74,higher_education,single,40049.0,only_teen,2013-10-16,23,13,6,7,0,3,3,32,1,0,3,1,6,4,no campaign,0
44,higher_education,single,39660.0,only_kid,2012-08-08,36,139,13,78,20,13,36,299,7,1,3,3,9,11,last_campaign,0
64,higher_education,relationship,50127.0,only_teen,2014-05-29,88,274,0,21,4,6,15,320,5,1,6,1,6,12,4th_campaign,0
49,higher_education,relationship,43263.0,only_teen,2012-11-21,2,262,6,61,0,10,102,441,5,2,6,3,5,13,no campaign,0
77,higher_education,relationship,62845.0,kid_and_teen,2012-10-01,3,1099,0,45,0,0,34,1178,3,4,10,11,8,17,4th_campaign,0
36,higher_education,relationship,18929.0,no_child,2013-02-16,15,32,0,8,23,4,18,85,1,0,4,1,6,5,no campaign,0
44,Basic,single,24367.0,only_kid,2013-03-20,58,2,4,2,0,11,5,24,1,0,2,1,9,3,no campaign,0
51,higher_education,single,33249.0,only_kid,2013-02-20,11,6,10,21,19,14,42,112,2,1,3,2,6,6,no campaign,0
67,higher_education,relationship,26887.0,only_teen,2013-02-10,27,6,7,4,3,4,6,30,1,0,3,1,6,4,no campaign,0
43,higher_education,relationship,50150.0,no_child,2013-06-20,32,135,46,92,65,61,11,410,5,2,7,2,5,14,no campaign,0
50,higher_education,relationship,62061.0,only_teen,2013-08-31,12,641,7,84,0,30,38,800,10,4,7,3,6,21,4th_campaign,0
64,higher_education,single,85696.0,no_child,2013-05-03,88,714,76,395,116,0,12,1313,4,6,9,1,1,19,last_campaign,0
70,higher_education,relationship,76542.0,no_child,2013-03-30,91,794,73,573,0,29,14,1483,4,8,10,1,2,22,no campaign,0
33,higher_education,single,70515.0,no_child,2013-10-21,12,420,0,452,182,64,140,1258,6,6,4,1,2,16,last_campaign,0
39,higher_education,relationship,18227.0,only_kid,2012-11-08,21,1,2,7,4,3,11,28,0,1,2,1,8,3,no campaign,0
61,higher_education,relationship,69139.0,only_teen,2014-01-27,23,86,12,75,33,15,6,227,4,1,5,1,4,10,no campaign,0
44,higher_education,relationship,69109.0,no_child,2012-11-09,10,823,25,459,124,29,95,1555,6,6,7,1,4,19,5th_campaign,0
64,higher_education,single,69627.0,only_teen,2013-03-17,35,231,161,215,171,30,53,861,8,2,11,2,5,21,no campaign,0
48,higher_education,relationship,38136.0,only_kid,2013-04-22,69,8,15,27,0,20,33,103,3,1,2,2,8,6,3rd_campaign,0
80,higher_education,single,62159.0,no_child,2014-04-28,68,182,17,259,77,70,29,634,6,2,10,1,4,18,no campaign,0
63,higher_education,single,80695.0,no_child,2013-12-29,85,557,129,984,193,37,18,1918,5,8,5,1,2,18,no campaign,0
55,higher_education,single,33316.0,kid_and_teen,2013-10-04,34,79,1,31,4,4,12,131,2,1,4,3,6,7,no campaign,0
58,higher_education,relationship,58554.0,kid_and_teen,2012-09-26,55,368,24,68,38,0,88,586,8,2,6,6,7,16,no campaign,0
34,Basic,relationship,17256.0,only_kid,2013-11-23,10,6,4,14,8,8,22,62,2,1,2,2,8,5,3rd_campaign,0
52,higher_education,single,53034.0,kid_and_teen,2013-05-30,30,160,15,196,15,11,50,447,6,1,7,8,8,14,no campaign,0
76,higher_education,relationship,52203.0,no_child,2012-07-31,36,488,21,238,56,108,28,939,8,7,11,1,6,26,no campaign,0
49,higher_education,single,59601.0,only_teen,2013-07-25,14,691,7,69,0,7,23,797,2,2,7,4,8,11,4th_campaign,0
68,higher_education,single,75154.0,only_teen,2012-09-04,79,543,10,205,160,143,82,1143,6,3,6,1,3,15,last_campaign,0
50,higher_education,single,47025.0,only_teen,2013-11-07,52,254,7,108,20,0,26,415,6,3,5,3,6,14,no campaign,0
